8;-0.07423985;-0.054495834;-0.100037575;-0.22877327;C0
23;0.041763365;-0.10094843;0.432065;0.37287995;C0
27;0.10940862;-0.07362905;0.71297264;0.74875224;C0
36;0.2809369;-0.39203644;1.4494162;1.3383167;C0
48;0.40341836;-0.5163227;2.2750187;2.1621144;C0
56;0.4860214;-0.6481603;2.3958168;2.2336779;C0
71;0.48790234;-0.68269;2.5997515;2.4049637;C0
76;0.40687275;-0.844195;2.6895056;2.2521834;C0
89;0.2356751;-1.0694604;2.6558657;1.8220804;C0
96;-0.0035691261;-1.4090571;2.4766684;1.0640421;C0
109;-0.21093875;-1.5534735;2.178794;0.41438174;C0
145;-0.3129307;-1.5433939;1.7712507;-0.08507383;C0
147;-0.345159;-1.2013916;1.141614;-0.40493655;C0
150;-0.23869348;-0.45145547;0.87579155;0.1856426;C0
152;0.025904119;0.078835964;1.1962795;1.3010197;C0
166;0.46546626;0.23665881;1.1574898;1.8596148;C0
169;0.7806108;0.030685246;0.9514866;1.7627826;C0
194;0.6801715;-0.14208478;0.90091133;1.438998;C0
196;0.28156507;-0.3007971;0.67102337;0.65179133;C0
198;-0.25181764;-0.43879467;0.28923512;-0.4013772;C0
237;-0.7035014;-0.52008134;0.13339615;-1.0901866;C0
238;-0.86358726;-0.36896586;0.3331976;-0.89935553;C0
240;-0.83377033;-0.18782938;0.449358;-0.5722418;C0
241;-0.72084296;-0.124687076;0.5147629;-0.33076715;C0
247;-0.667043;-0.35905457;0.36587334;-0.6602242;C0
256;-0.7486348;-0.38126397;0.024727821;-1.105171;C0
288;-0.8870158;-0.21301949;-0.3344984;-1.4345337;C0
290;-0.77148116;0.024587035;-0.20614624;-0.95304036;C0
292;-0.29942614;0.3121913;0.18103695;0.19380212;C0
303;0.19768244;0.47666848;0.4171257;1.0914767;C0
313;0.36898085;0.50440496;0.3652134;1.2385992;C0
318;0.30448195;0.4407311;0.395586;1.140799;C0
331;0.13083401;0.211658;0.6018076;0.9442996;C0
339;-0.05460006;-0.25461447;0.83779144;0.5285769;C0
352;-0.15703431;-0.46235108;1.7356777;1.1162924;C0
356;0.048793226;-0.7134901;2.715662;2.050965;C0
370;0.31295896;-1.1119303;3.620204;2.8212328;C0
378;0.29578832;-1.5850147;3.6882143;2.3989878;C0
393;0.37805977;-1.2670964;2.897503;2.0084662;C0
413;0.5542956;-0.77284575;1.8104534;1.5919032;C0
418;0.46746582;-0.48444426;1.1807404;1.1637619;C0
420;0.23538923;-0.49449372;0.7343483;0.4752438;C0
438;-0.0045763254;-0.6427071;0.7692175;0.12193406;C0
440;-0.0012074709;-0.7554537;0.9813738;0.22471261;C0
506;0.27189773;-0.46455693;0.8775387;0.6848795;C0
507;0.27189773;-0.46455693;0.8775387;0.6848795;C0
510;0.76409364;-0.011295915;0.74205685;1.4948546;C0
512;1.0416563;0.25687468;0.9330263;2.2315574;C0
516;0.9291239;0.07988417;1.1850815;2.1940894;C0
518;0.5823979;-0.10997856;1.269351;1.7417703;C0
520;0.39956558;-0.10049987;1.3654499;1.6645156;C0
523;0.27070493;-0.052666068;1.076602;1.2946408;C0
539;0.11070603;-0.14990759;0.66022587;0.6210243;C0
541;-0.16714823;-0.25917852;0.19887161;-0.22745514;C0
558;-0.36307612;-0.27183807;-0.33579063;-0.9707048;C0
560;-0.33927038;-0.10255122;-0.4917221;-0.9335437;C0
573;-0.15234429;0.23683178;-0.42567444;-0.34118694;C0
576;0.0025940537;0.50986356;-0.22159958;0.29085803;C0
588;-0.05995524;0.5275551;-0.2617321;0.20586777;C0
596;-0.38203597;0.37843972;-0.27874088;-0.28233713;C0
608;-0.6805086;-0.044656634;-0.010728836;-0.7358941;C0
618;-0.9894872;-0.47969317;0.1312828;-1.3378975;C0
631;-0.9035489;-0.6534219;-0.1527214;-1.7096922;C0
637;-0.5929515;-0.36000395;-0.52757645;-1.4805319;C0
648;-0.22344263;0.17723608;-0.39481068;-0.4410172;C0
656;-0.20140268;0.50099546;-0.25566006;0.043932736;C0
670;-0.23285322;0.45712072;-0.38301182;-0.15874432;C0
677;-0.39986113;0.32642102;-0.6727228;-0.7461629;C0
691;-0.37354347;0.3461051;-1.2417746;-1.269213;C0
698;-0.09268508;0.341972;-1.6153765;-1.3660896;C0
709;0.20391831;0.40702713;-1.1569929;-0.54604745;C0
720;0.14347532;0.4544173;-0.726881;-0.12898839;C0
732;-0.061768804;0.4473647;-0.97214603;-0.5865501;C0
739;-0.24075171;0.25795263;-1.3978043;-1.3806033;C0
752;-0.29063907;-0.044166207;-1.4021597;-1.736965;C0
758;-0.42743462;-0.20498693;-1.1636047;-1.7960262;C0
771;-0.54368937;-0.29626584;-0.9115763;-1.7515315;C0
778;-0.5563689;-0.32250845;-0.9869671;-1.8658445;C0
790;-0.47993645;-0.3989035;-1.1022644;-1.9811044;C0
