3;-0.47055662;-0.15071523;-0.5822611;-1.2035329;C0
22;-0.36225075;0.08233881;-0.03771496;-0.3176269;C0
24;-0.28078842;0.3141606;0.5283623;0.56173444;C0
39;-0.0047754645;0.4971882;1.4281359;1.9205487;C0
43;0.4237401;0.6104232;1.841629;2.8757923;C0
55;0.70668274;0.27931;1.1700926;2.1560853;C0
64;0.46398085;0.025092483;1.6534605;2.1425338;C0
87;0.22792363;0.18052232;1.741477;2.1499228;C0
89;0.13141072;0.4420092;0.8611975;1.4346174;C0
104;-0.018576324;0.54219544;-0.08275032;0.4408688;C0
107;-0.19091588;0.46876717;-0.0092840195;0.26856726;C0
142;-0.29167002;0.23493254;0.84389305;0.78715557;C0
143;-0.29167002;0.23493254;0.84389305;0.78715557;C0
146;-0.47287786;-0.033905745;1.5570908;1.0503072;C0
148;-0.4571916;-0.16539633;2.039301;1.416713;C0
164;0.09947732;0.32513183;2.0993147;2.5239239;C0
167;0.22944504;0.1378842;2.0507946;2.4181237;C0
197;0.09583685;-0.13718247;2.085104;2.0437584;C0
199;-0.107580334;-0.12458423;2.0834694;1.8513048;C0
201;-0.1672594;-0.07947084;2.4031553;2.156425;C0
203;-0.09756847;-0.2159897;2.790429;2.476871;C0
217;-0.11345403;-0.48420337;3.1471758;2.5495183;C0
222;-0.16136095;-0.7354711;3.3285027;2.4316707;C0
235;-0.08787225;-0.7590152;3.2334185;2.3865309;C0
243;-0.16299641;-0.6539239;3.0537796;2.2368593;C0
256;-0.3728994;-0.5700364;2.680441;1.7375051;C0
267;-0.6475378;-0.521893;1.7051573;0.5357264;C0
275;-0.8023821;-0.40724146;0.46811485;-0.7415087;C0
292;-0.71340644;-0.17107645;-0.65138054;-1.5358634;C0
295;-0.485393;0.005867332;-1.3345232;-1.8140489;C0
304;-0.24195755;0.030896306;-1.2347994;-1.4458606;C0
315;-0.17583227;0.12301195;-0.52219105;-0.5750114;C0
324;-0.05068186;0.25829595;0.47884846;0.6864625;C0
335;0.15825403;0.18527222;1.3556833;1.6992096;C0
343;0.3128478;0.10072601;1.9927406;2.4063144;C0
356;0.2391969;-0.02657491;2.1431656;2.3557875;C0
369;-0.06708151;-0.08838859;1.6238384;1.4683683;C0
375;-0.35418236;-0.010563016;0.8806095;0.51586413;C0
385;-0.6228718;0.016384125;0.6635132;0.057025492;C0
398;-0.59033924;0.104890704;0.6524401;0.16699153;C0
403;-0.3063451;0.2922595;0.59465027;0.5805647;C0
415;0.1404078;0.43093765;0.40566158;0.97700703;C0
423;0.5201295;0.60486734;0.28959942;1.4145963;C0
435;0.50020075;0.44354934;0.20322227;1.1469724;C0
442;0.1123603;0.11860442;0.29396915;0.5249339;C0
455;-0.22467947;-0.18053967;0.6219101;0.21669096;C0
468;-0.2881111;-0.343342;0.38435364;-0.24709946;C0
475;-0.13079143;-0.2477544;-0.28482246;-0.6633683;C0
483;-0.057466388;0.08967817;-0.7458334;-0.7136216;C0
495;-0.0035823584;0.5016558;-0.80900097;-0.3109275;C0
507;0.009797931;0.77941537;-0.53845596;0.25075734;C0
518;-0.005264759;0.71303844;-0.022380829;0.68539286;C0
523;0.10066223;0.51969385;0.23282814;0.8531842;C0
535;-0.11446178;-0.41846186;-6.084442E-4;-0.5335321;C0
543;-0.37841487;-1.3606403;-0.03448963;-1.7735448;C0
555;-0.27788615;-1.2014202;-0.41105938;-1.8903657;C0
567;-0.019563556;-0.5803521;-0.8030548;-1.4029706;C0
578;0.41709828;0.08085799;-0.6694441;-0.17148781;C0
